Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MWh,Low price $/MWh,Wtd avg price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
SP15 EZ Gen DA LMP Peak,2/25/2022 0:00,2/28/2022 0:00,2/28/2022 0:00,38,38,38,-6.25,400,1,2
Palo Verde Peak,2/25/2022 0:00,2/28/2022 0:00,2/28/2022 0:00,35,28,29.16,-7.34,6400,16,8
Mid C Peak,2/25/2022 0:00,2/28/2022 0:00,2/28/2022 0:00,36,34.5,35.64,-11.47,10000,23,11
SP15 EZ Gen DA LMP Peak,2/27/2022 0:00,2/9/2022 0:00,2/9/2022 0:00,41.5,40.1,41.33,1.83,4400,9,9
SP15 EZ Gen DA LMP Peak,2/28/2022 0:00,3/1/2022 0:00,3/1/2022 0:00,35.75,34.5,35,-3,1200,3,4
Nepool MH DA LMP Peak,2/28/2022 0:00,3/1/2022 0:00,3/1/2022 0:00,110,96,98.44,-73.87,12800,16,11
NP15 EZ Gen DA LMP Peak,2/28/2022 0:00,3/1/2022 0:00,3/1/2022 0:00,46.5,46,46.14,-1.86,2800,7,6
PJM WH Real Time Peak,2/28/2022 0:00,3/1/2022 0:00,3/1/2022 0:00,41.5,39.5,40.03,-27.54,14400,18,12
Mid C Peak,2/28/2022 0:00,3/1/2022 0:00,3/1/2022 0:00,34.5,31,33.46,-2.18,29600,74,16
Palo Verde Peak,2/28/2022 0:00,3/1/2022 0:00,3/1/2022 0:00,32,26,28,-1.16,1600,4,5
Palo Verde Peak,3/1/2022 0:00,3/2/2022 0:00,3/2/2022 0:00,28.25,28,28.14,0.14,3600,7,9
Mid C Peak,3/1/2022 0:00,3/2/2022 0:00,3/2/2022 0:00,34,32.5,33.51,0.05,16400,41,16
Nepool MH DA LMP Peak,3/1/2022 0:00,3/2/2022 0:00,3/2/2022 0:00,60,55,56.56,-41.88,12800,16,11
SP15 EZ Gen DA LMP Peak,3/1/2022 0:00,3/2/2022 0:00,3/2/2022 0:00,40.5,40,40.25,5.25,1200,3,4
PJM WH Real Time Peak,3/1/2022 0:00,3/2/2022 0:00,3/2/2022 0:00,39,37,38.22,-1.81,19200,24,17
SP15 EZ Gen DA LMP Peak,3/2/2022 0:00,3/3/2022 0:00,3/3/2022 0:00,43.5,43,43.4,3.15,15200,29,17
Mid C Peak,3/2/2022 0:00,3/3/2022 0:00,3/3/2022 0:00,32.5,30,31.63,-1.88,15200,38,17
Palo Verde Peak,3/2/2022 0:00,3/3/2022 0:00,3/3/2022 0:00,34,29,32.21,4.07,2800,7,8
PJM WH Real Time Peak,3/2/2022 0:00,3/3/2022 0:00,3/3/2022 0:00,47.5,47,47.36,9.14,5600,7,8
Nepool MH DA LMP Peak,3/2/2022 0:00,3/3/2022 0:00,3/3/2022 0:00,161,150,151.93,95.37,11200,14,10
NP15 EZ Gen DA LMP Peak,3/2/2022 0:00,3/3/2022 0:00,3/3/2022 0:00,52,52,52,5.86,800,2,3
SP15 EZ Gen DA LMP Peak,3/3/2022 0:00,3/4/2022 0:00,3/5/2022 0:00,35,34.5,34.7,-8.7,8000,9,6
Nepool MH DA LMP Peak,3/3/2022 0:00,3/4/2022 0:00,3/4/2022 0:00,145,139,141.09,-10.84,13600,17,16
Palo Verde Peak,3/3/2022 0:00,3/4/2022 0:00,3/5/2022 0:00,34,26.5,27.71,-4.5,11200,11,8
PJM WH Real Time Peak,3/3/2022 0:00,3/4/2022 0:00,3/4/2022 0:00,54.25,52.25,52.99,5.63,13600,17,12
Mid C Peak,3/3/2022 0:00,3/4/2022 0:00,3/5/2022 0:00,35,32,33.27,1.64,26400,32,12
PJM WH Real Time Peak,3/4/2022 0:00,3/7/2022 0:00,3/7/2022 0:00,47,44.75,45.77,-7.22,11200,14,10
Palo Verde Peak,3/4/2022 0:00,3/7/2022 0:00,3/7/2022 0:00,42.5,40,41.5,13.79,5200,13,11
SP15 EZ Gen DA LMP Peak,3/4/2022 0:00,3/7/2022 0:00,3/7/2022 0:00,43,40.5,41.78,7.08,7200,18,8
Mid C Peak,3/4/2022 0:00,3/7/2022 0:00,3/7/2022 0:00,37,34.75,35.71,2.44,9600,24,14
PJM WH Real Time Peak,3/7/2022 0:00,3/8/2022 0:00,3/8/2022 0:00,52.25,51,51.79,6.02,4800,6,7
SP15 EZ Gen DA LMP Peak,3/7/2022 0:00,3/8/2022 0:00,3/8/2022 0:00,39,38,38.08,-3.7,4800,10,6
Palo Verde Peak,3/7/2022 0:00,3/8/2022 0:00,3/8/2022 0:00,40,37.75,38.65,-2.85,2000,5,5
Nepool MH DA LMP Peak,3/7/2022 0:00,3/8/2022 0:00,3/8/2022 0:00,51,49.25,50.07,-91.02,8800,11,11
Mid C Peak,3/7/2022 0:00,3/8/2022 0:00,3/8/2022 0:00,37,35.5,36.23,0.52,15600,39,12
Nepool MH DA LMP Peak,3/8/2022 0:00,3/9/2022 0:00,3/9/2022 0:00,60,57.5,58.42,8.35,19200,21,16
SP15 EZ Gen DA LMP Peak,3/8/2022 0:00,3/9/2022 0:00,3/9/2022 0:00,31,30,30.9,-7.18,4000,9,10
Mid C Peak,3/8/2022 0:00,3/9/2022 0:00,3/9/2022 0:00,42.75,40,40.87,4.64,14400,36,15
Palo Verde Peak,3/8/2022 0:00,3/9/2022 0:00,3/9/2022 0:00,36,32,33.35,-5.3,5200,13,9
PJM WH Real Time Peak,3/8/2022 0:00,3/9/2022 0:00,3/9/2022 0:00,60,56.25,58.44,6.65,25600,32,18
Mid C Peak,3/9/2022 0:00,3/10/2022 0:00,3/10/2022 0:00,39,38,38.79,-2.08,10800,27,13
PJM WH Real Time Peak,3/9/2022 0:00,3/10/2022 0:00,3/10/2022 0:00,58.75,56,57.54,-0.9,5600,7,11
Palo Verde Peak,3/9/2022 0:00,3/10/2022 0:00,3/10/2022 0:00,37,36.25,36.53,3.18,3200,8,6
Nepool MH DA LMP Peak,3/9/2022 0:00,3/10/2022 0:00,3/10/2022 0:00,49.5,46.5,47.68,-10.74,13600,17,9
SP15 EZ Gen DA LMP Peak,3/9/2022 0:00,3/10/2022 0:00,3/10/2022 0:00,36,34.95,35.31,4.41,20400,20,14
PJM WH Real Time Peak,3/10/2022 0:00,3/11/2022 0:00,3/11/2022 0:00,45.5,45.5,45.5,-12.04,800,1,2
Nepool MH DA LMP Peak,3/10/2022 0:00,3/11/2022 0:00,3/11/2022 0:00,46,45.5,45.93,-1.75,11200,14,8
Mid C Peak,3/10/2022 0:00,3/11/2022 0:00,3/12/2022 0:00,33,25,30.13,-8.66,40800,49,13
Palo Verde Peak,3/10/2022 0:00,3/11/2022 0:00,3/12/2022 0:00,45,40,42.5,5.97,1600,2,4
SP15 EZ Gen DA LMP Peak,3/10/2022 0:00,3/11/2022 0:00,3/12/2022 0:00,33.5,32,32.13,-3.18,12000,10,8
Mid C Peak,3/11/2022 0:00,3/14/2022 0:00,3/14/2022 0:00,35,33.5,34.06,3.93,18000,40,14
PJM WH Real Time Peak,3/11/2022 0:00,3/14/2022 0:00,3/14/2022 0:00,57,54,55.21,9.71,5600,7,7
Nepool MH DA LMP Peak,3/11/2022 0:00,3/14/2022 0:00,3/14/2022 0:00,54,53.5,53.63,7.7,3200,4,6
Palo Verde Peak,3/11/2022 0:00,3/14/2022 0:00,3/14/2022 0:00,33,33,33,-9.5,400,1,2
SP15 EZ Gen DA LMP Peak,3/14/2022 0:00,3/15/2022 0:00,3/15/2022 0:00,37,36.5,36.93,4.8,2800,7,6
Nepool MH DA LMP Peak,3/14/2022 0:00,3/15/2022 0:00,3/15/2022 0:00,47.5,46.5,46.73,-6.9,8000,10,10
Palo Verde Peak,3/14/2022 0:00,3/15/2022 0:00,3/15/2022 0:00,40,35,39,6,2800,7,6
PJM WH Real Time Peak,3/14/2022 0:00,3/15/2022 0:00,3/15/2022 0:00,45,43.8,44.38,-10.83,5600,7,8
NP15 EZ Gen DA LMP Peak,3/14/2022 0:00,3/15/2022 0:00,3/15/2022 0:00,46,45,45.5,-6.5,800,2,3
Mid C Peak,3/14/2022 0:00,3/15/2022 0:00,3/15/2022 0:00,30.5,28,28.86,-5.2,14000,33,13
Mid C Peak,3/15/2022 0:00,3/16/2022 0:00,3/16/2022 0:00,34,29.25,30.78,1.92,20400,51,17
Nepool MH DA LMP Peak,3/15/2022 0:00,3/16/2022 0:00,3/16/2022 0:00,43,42.5,42.75,-3.98,16000,19,11
Palo Verde Peak,3/15/2022 0:00,3/16/2022 0:00,3/16/2022 0:00,35.5,33,33.5,-5.5,4000,10,8
SP15 EZ Gen DA LMP Peak,3/15/2022 0:00,3/16/2022 0:00,3/16/2022 0:00,31,29.5,29.75,-7.18,3600,9,5
PJM WH Real Time Peak,3/15/2022 0:00,3/16/2022 0:00,3/16/2022 0:00,42.25,40.8,41.34,-3.04,13600,17,15
Nepool MH DA LMP Peak,3/16/2022 0:00,3/17/2022 0:00,3/17/2022 0:00,45.75,44,45.23,2.48,18400,23,16
Palo Verde Peak,3/16/2022 0:00,3/17/2022 0:00,3/17/2022 0:00,42,35,36.44,2.94,7200,18,12
SP15 EZ Gen DA LMP Peak,3/16/2022 0:00,3/17/2022 0:00,3/17/2022 0:00,39,37.5,38.46,8.71,4800,12,9
Mid C Peak,3/16/2022 0:00,3/17/2022 0:00,3/17/2022 0:00,37.25,36.25,36.89,6.11,15600,39,14
PJM WH Real Time Peak,3/16/2022 0:00,3/17/2022 0:00,3/17/2022 0:00,46,43,44.36,3.02,28800,35,12
SP15 EZ Gen DA LMP Peak,3/17/2022 0:00,3/18/2022 0:00,3/19/2022 0:00,37,36.75,36.97,-1.49,6400,7,5
Palo Verde Peak,3/17/2022 0:00,3/18/2022 0:00,3/19/2022 0:00,38,36,36.83,0.39,2400,3,6
PJM WH Real Time Peak,3/17/2022 0:00,3/18/2022 0:00,3/18/2022 0:00,41.5,41,41.25,-3.11,5600,7,7
Mid C Peak,3/17/2022 0:00,3/18/2022 0:00,3/19/2022 0:00,35.5,32.5,33.2,-3.69,33600,42,16
Nepool MH DA LMP Peak,3/17/2022 0:00,3/18/2022 0:00,3/18/2022 0:00,42,41.75,41.94,-3.29,7200,9,6
PJM WH Real Time Peak,3/18/2022 0:00,3/21/2022 0:00,3/21/2022 0:00,42.7,42.15,42.45,1.2,2400,3,4
Mid C Peak,3/18/2022 0:00,3/21/2022 0:00,3/21/2022 0:00,38.75,38.25,38.5,5.3,3600,9,9
Palo Verde Peak,3/18/2022 0:00,3/21/2022 0:00,3/21/2022 0:00,40,38,38.67,1.84,1200,3,4
NP15 EZ Gen DA LMP Peak,3/18/2022 0:00,3/21/2022 0:00,3/21/2022 0:00,53,53,53,7.5,400,1,2
SP15 EZ Gen DA LMP Peak,3/18/2022 0:00,3/21/2022 0:00,3/21/2022 0:00,44,44,44,7.03,1600,4,6
Mid C Peak,3/21/2022 0:00,3/22/2022 0:00,3/22/2022 0:00,40,38.75,39.47,0.97,10000,25,10
Nepool MH DA LMP Peak,3/21/2022 0:00,3/22/2022 0:00,3/22/2022 0:00,47.25,46.75,47.02,5.08,11200,14,13
PJM WH Real Time Peak,3/21/2022 0:00,3/22/2022 0:00,3/22/2022 0:00,43.25,42.65,42.8,0.35,3200,4,4
Palo Verde Peak,3/21/2022 0:00,3/22/2022 0:00,3/22/2022 0:00,33,32,32.08,-6.59,6000,15,10
SP15 EZ Gen DA LMP Peak,3/21/2022 0:00,3/22/2022 0:00,3/22/2022 0:00,43,43,43,-1,4800,12,5
Nepool MH DA LMP Peak,3/22/2022 0:00,3/23/2022 0:00,3/23/2022 0:00,52.5,51,51.63,4.61,15200,19,13
PJM WH Real Time Peak,3/22/2022 0:00,3/23/2022 0:00,3/23/2022 0:00,48,47,47.5,4.7,3200,3,5
Palo Verde Peak,3/22/2022 0:00,3/23/2022 0:00,3/23/2022 0:00,32,30,31.19,-0.89,5200,13,9
NP15 EZ Gen DA LMP Peak,3/22/2022 0:00,3/23/2022 0:00,3/23/2022 0:00,54,54,54,1,400,1,2
SP15 EZ Gen DA LMP Peak,3/22/2022 0:00,3/23/2022 0:00,3/23/2022 0:00,46,46,46,3,3600,9,7
Mid C Peak,3/22/2022 0:00,3/23/2022 0:00,3/23/2022 0:00,38,35.5,36.77,-2.7,15600,37,14
Indiana Hub RT Peak,4/4/2022 0:00,4/5/2022 0:00,4/5/2022 0:00,67,67,67,13.5,800,1,2
Indiana Hub RT Peak,4/5/2022 0:00,4/6/2022 0:00,4/6/2022 0:00,73.5,73.5,73.5,6.5,800,1,2
SP15 EZ Gen DA LMP Peak,4/6/2022 0:00,4/7/2022 0:00,4/7/2022 0:00,88,84,85.17,21.04,14000,33,17
Mid C Peak,4/6/2022 0:00,4/7/2022 0:00,4/7/2022 0:00,64,58,60.76,-0.4,12800,32,12
Nepool MH DA LMP Peak,4/6/2022 0:00,4/7/2022 0:00,4/7/2022 0:00,73.75,73,73.35,9.76,20800,22,15
Palo Verde Peak,4/6/2022 0:00,4/7/2022 0:00,4/7/2022 0:00,74,73,73.5,16,3200,8,10
PJM WH Real Time Peak,4/6/2022 0:00,4/7/2022 0:00,4/7/2022 0:00,76.75,70,74.97,3.92,4800,6,7
Nepool MH DA LMP Peak,4/7/2022 0:00,4/8/2022 0:00,4/8/2022 0:00,67.75,64,65.02,-8.33,29600,33,21
Mid C Peak,4/7/2022 0:00,4/8/2022 0:00,4/9/2022 0:00,42,39.75,40.68,-20.08,16800,21,9
SP15 EZ Gen DA LMP Peak,4/7/2022 0:00,4/8/2022 0:00,4/9/2022 0:00,54,53.5,53.96,-31.21,13600,9,10
Palo Verde Peak,4/7/2022 0:00,4/8/2022 0:00,4/9/2022 0:00,50,48,49.21,-24.29,5600,5,7
Mid C Peak,4/8/2022 0:00,4/11/2022 0:00,4/11/2022 0:00,80,71,75.34,34.66,15200,37,14
SP15 EZ Gen DA LMP Peak,4/8/2022 0:00,4/11/2022 0:00,4/11/2022 0:00,46.5,44,45.94,-8.02,8400,19,11
Palo Verde Peak,4/8/2022 0:00,4/11/2022 0:00,4/11/2022 0:00,54,53,53.25,4.04,1600,4,5
PJM WH Real Time Peak,4/8/2022 0:00,4/11/2022 0:00,4/11/2022 0:00,83,82,82.46,7.49,11200,14,11
Nepool MH DA LMP Peak,4/11/2022 0:00,4/12/2022 0:00,4/12/2022 0:00,64.5,63.5,63.67,-1.35,4800,6,3
PJM WH Real Time Peak,4/11/2022 0:00,4/12/2022 0:00,4/12/2022 0:00,77.5,75.5,76.25,-6.21,9600,12,15
Mid C Peak,4/11/2022 0:00,4/12/2022 0:00,4/12/2022 0:00,83.5,78,79.79,4.45,22800,55,17
Palo Verde Peak,4/11/2022 0:00,4/12/2022 0:00,4/12/2022 0:00,58,47,51.08,-2.17,3600,9,7
SP15 EZ Gen DA LMP Peak,4/11/2022 0:00,4/12/2022 0:00,4/12/2022 0:00,48.5,47,47.41,1.47,6800,16,15
NP15 EZ Gen DA LMP Peak,4/11/2022 0:00,4/12/2022 0:00,4/12/2022 0:00,69.75,67,69.03,21.28,4000,10,8
PJM WH Real Time Peak,4/12/2022 0:00,4/13/2022 0:00,4/13/2022 0:00,79.4,77.25,77.91,1.66,9600,12,11
Mid C Peak,4/12/2022 0:00,4/13/2022 0:00,4/14/2022 0:00,114,85,101.18,21.39,43200,53,17
Palo Verde Peak,4/12/2022 0:00,4/13/2022 0:00,4/14/2022 0:00,57,52,53.85,2.77,10400,13,10
SP15 EZ Gen DA LMP Peak,4/12/2022 0:00,4/13/2022 0:00,4/14/2022 0:00,54,51.5,51.98,4.57,31200,38,16
Nepool MH DA LMP Peak,4/12/2022 0:00,4/13/2022 0:00,4/13/2022 0:00,69,68,68.34,4.67,12800,16,11
NP15 EZ Gen DA LMP Peak,4/12/2022 0:00,4/13/2022 0:00,4/14/2022 0:00,87,82,83.78,14.75,16000,20,11
Mid C Peak,4/13/2022 0:00,4/15/2022 0:00,4/16/2022 0:00,109,90,104.45,3.27,34400,40,16
NP15 EZ Gen DA LMP Peak,4/13/2022 0:00,4/15/2022 0:00,4/16/2022 0:00,79.5,75.5,77.5,-6.28,4800,6,4
Palo Verde Peak,4/13/2022 0:00,4/15/2022 0:00,4/16/2022 0:00,62,52,55.89,2.04,8800,11,9
Nepool MH DA LMP Peak,4/13/2022 0:00,4/14/2022 0:00,4/14/2022 0:00,70,69.5,69.88,1.54,8000,7,7
SP15 EZ Gen DA LMP Peak,4/13/2022 0:00,4/15/2022 0:00,4/16/2022 0:00,48.5,48.5,48.5,-3.48,5600,7,5
PJM WH Real Time Peak,4/13/2022 0:00,4/14/2022 0:00,4/14/2022 0:00,77.75,72.25,76.18,-1.73,11200,14,14
Palo Verde Peak,4/14/2022 0:00,4/18/2022 0:00,4/18/2022 0:00,80,65,75.2,19.31,11600,28,16
PJM WH Real Time Peak,4/14/2022 0:00,4/15/2022 0:00,4/15/2022 0:00,69,64.5,66.93,-9.25,21600,27,16
Nepool MH DA LMP Peak,4/14/2022 0:00,4/15/2022 0:00,4/15/2022 0:00,65,64.25,64.84,-5.04,6400,7,8
Mid C Peak,4/14/2022 0:00,4/18/2022 0:00,4/18/2022 0:00,110,90,99.66,-4.79,25600,62,18
SP15 EZ Gen DA LMP Peak,4/14/2022 0:00,4/18/2022 0:00,4/18/2022 0:00,65,65,65,16.5,800,2,4
Mid C Peak,4/18/2022 0:00,4/19/2022 0:00,4/19/2022 0:00,86,77,80.23,-19.43,13600,34,14
SP15 EZ Gen DA LMP Peak,4/18/2022 0:00,4/19/2022 0:00,4/19/2022 0:00,66,63,65.17,0.17,2400,6,7
PJM WH Real Time Peak,4/18/2022 0:00,4/19/2022 0:00,4/19/2022 0:00,106,94.5,101.85,34.92,18400,23,21
Nepool MH DA LMP Peak,4/18/2022 0:00,4/19/2022 0:00,4/19/2022 0:00,82,79,79.59,14.75,11200,14,12
Palo Verde Peak,4/18/2022 0:00,4/19/2022 0:00,4/19/2022 0:00,83.25,75,79.05,3.85,4400,10,10
SP15 EZ Gen DA LMP Peak,4/19/2022 0:00,4/20/2022 0:00,4/20/2022 0:00,65,56,56.85,-8.32,16000,31,15
PJM WH Real Time Peak,4/19/2022 0:00,4/20/2022 0:00,4/20/2022 0:00,84,82.75,83.35,-18.5,4000,5,8
Mid C Peak,4/19/2022 0:00,4/20/2022 0:00,4/20/2022 0:00,115,95,110.36,30.13,18800,45,16
Nepool MH DA LMP Peak,4/19/2022 0:00,4/20/2022 0:00,4/20/2022 0:00,74.5,72.25,73.49,-6.1,20000,24,18
Palo Verde Peak,4/19/2022 0:00,4/20/2022 0:00,4/20/2022 0:00,75,70,71.61,-7.44,5600,13,12
PJM WH Real Time Peak,4/20/2022 0:00,4/21/2022 0:00,4/21/2022 0:00,74,71.65,72.4,-10.95,19200,24,14
Nepool MH DA LMP Peak,4/20/2022 0:00,4/21/2022 0:00,4/21/2022 0:00,68.5,65,66.26,-7.23,13600,17,12
Palo Verde Peak,4/20/2022 0:00,4/21/2022 0:00,4/21/2022 0:00,73,61.5,69.75,-1.86,4800,12,11
SP15 EZ Gen DA LMP Peak,4/20/2022 0:00,4/21/2022 0:00,4/21/2022 0:00,65,62,63.88,7.03,6400,16,11
Mid C Peak,4/20/2022 0:00,4/21/2022 0:00,4/21/2022 0:00,86,79,81.77,-28.59,14800,37,15
Mid C Peak,4/21/2022 0:00,4/22/2022 0:00,4/23/2022 0:00,80,55,73.27,-8.5,24800,31,13
PJM WH Real Time Peak,4/21/2022 0:00,4/22/2022 0:00,4/22/2022 0:00,73,73,73,0.6,4800,5,7
Palo Verde Peak,4/21/2022 0:00,4/22/2022 0:00,4/23/2022 0:00,45,40.5,41.81,-27.94,6400,8,8
SP15 EZ Gen DA LMP Peak,4/21/2022 0:00,4/22/2022 0:00,4/23/2022 0:00,44.25,44,44.01,-19.87,15200,12,5
Nepool MH DA LMP Peak,4/21/2022 0:00,4/22/2022 0:00,4/22/2022 0:00,64,62.5,63.59,-2.67,17600,22,15
Nepool MH DA LMP Peak,4/22/2022 0:00,4/25/2022 0:00,4/25/2022 0:00,67,67,67,3.41,8000,10,6
Mid C Peak,4/22/2022 0:00,4/25/2022 0:00,4/25/2022 0:00,105,90,97.61,24.34,24800,61,12
SP15 EZ Gen DA LMP Peak,4/22/2022 0:00,4/25/2022 0:00,4/25/2022 0:00,75,73,74.42,30.41,9600,24,12
PJM WH Real Time Peak,4/22/2022 0:00,4/25/2022 0:00,4/25/2022 0:00,82.25,81,81.75,8.75,2400,3,4
Palo Verde Peak,4/22/2022 0:00,4/25/2022 0:00,4/25/2022 0:00,92,85,88.72,46.91,12800,26,16
Palo Verde Peak,4/25/2022 0:00,4/26/2022 0:00,4/26/2022 0:00,90,85,87.96,-0.76,14000,35,16
SP15 EZ Gen DA LMP Peak,4/25/2022 0:00,4/26/2022 0:00,4/26/2022 0:00,75,75,75,0.58,400,1,2
Mid C Peak,4/25/2022 0:00,4/26/2022 0:00,4/26/2022 0:00,91,80,85.81,-11.8,16800,40,12
Nepool MH DA LMP Peak,4/25/2022 0:00,4/26/2022 0:00,4/26/2022 0:00,78.75,77,78.21,11.21,19200,22,14
PJM WH Real Time Peak,4/25/2022 0:00,4/26/2022 0:00,4/26/2022 0:00,82,80,80.6,-1.15,10400,12,11
Nepool MH DA LMP Peak,4/26/2022 0:00,4/27/2022 0:00,4/27/2022 0:00,70,69.75,69.83,-8.38,2400,3,5
SP15 EZ Gen DA LMP Peak,4/26/2022 0:00,4/27/2022 0:00,4/27/2022 0:00,74,59,70.86,-4.14,41600,89,23
PJM WH Real Time Peak,4/26/2022 0:00,4/27/2022 0:00,4/27/2022 0:00,80.5,80.5,80.5,-0.1,800,1,2
Palo Verde Peak,4/26/2022 0:00,4/27/2022 0:00,4/27/2022 0:00,90,86,87.52,-0.44,16400,41,18
Mid C Peak,4/26/2022 0:00,4/27/2022 0:00,4/27/2022 0:00,135,105,117.97,32.16,12000,30,14
SP15 EZ Gen DA LMP Peak,4/27/2022 0:00,4/28/2022 0:00,4/28/2022 0:00,55,50,52.77,-18.09,5200,13,8
Palo Verde Peak,4/27/2022 0:00,4/28/2022 0:00,4/28/2022 0:00,67,59,64.69,-22.83,5200,13,7
Mid C Peak,4/27/2022 0:00,4/28/2022 0:00,4/28/2022 0:00,100,82,85.23,-32.74,17200,38,13
PJM WH Real Time Peak,4/27/2022 0:00,4/28/2022 0:00,4/28/2022 0:00,75,74.5,74.76,-5.74,8800,10,11
Nepool MH DA LMP Peak,4/27/2022 0:00,4/28/2022 0:00,4/28/2022 0:00,97,72,91.76,21.93,18400,22,15
Mid C Peak,4/28/2022 0:00,4/29/2022 0:00,4/30/2022 0:00,105,85,95.8,10.57,52800,66,18
SP15 EZ Gen DA LMP Peak,4/28/2022 0:00,4/29/2022 0:00,4/30/2022 0:00,51,45,48.81,-3.96,16800,21,10
Palo Verde Peak,4/28/2022 0:00,4/29/2022 0:00,4/30/2022 0:00,56.5,53,55.36,-9.33,5600,7,4
PJM WH Real Time Peak,4/28/2022 0:00,4/29/2022 0:00,4/29/2022 0:00,64,64,64,-10.76,1600,2,4
Nepool MH DA LMP Peak,4/28/2022 0:00,4/29/2022 0:00,4/29/2022 0:00,69.5,69.5,69.5,-22.26,1600,2,2
Mid C Peak,4/29/2022 0:00,5/2/2022 0:00,5/2/2022 0:00,81,69,76.79,-19.01,30800,76,17
PJM WH Real Time Peak,4/29/2022 0:00,5/2/2022 0:00,5/2/2022 0:00,88,85.5,87.23,23.23,8800,11,12
SP15 EZ Gen DA LMP Peak,4/29/2022 0:00,5/2/2022 0:00,5/2/2022 0:00,53.75,52,52.96,4.15,2800,7,6
Palo Verde Peak,4/29/2022 0:00,5/2/2022 0:00,5/2/2022 0:00,55,55,55,-0.36,400,1,2
Nepool MH DA LMP Peak,4/29/2022 0:00,5/2/2022 0:00,5/2/2022 0:00,75,74,74.5,5,1600,2,3
Nepool MH DA LMP Peak,5/2/2022 0:00,5/3/2022 0:00,5/3/2022 0:00,79.75,79.5,79.69,5.19,3200,4,8
Palo Verde Peak,5/2/2022 0:00,5/3/2022 0:00,5/3/2022 0:00,58,58,58,3,800,2,3
Mid C Peak,5/2/2022 0:00,5/3/2022 0:00,5/3/2022 0:00,70,60,65.31,-11.48,18800,47,14
PJM WH Real Time Peak,5/2/2022 0:00,5/3/2022 0:00,5/3/2022 0:00,100,92,94.36,7.13,24000,30,16
Palo Verde Peak,5/3/2022 0:00,5/4/2022 0:00,5/4/2022 0:00,72,72,72,14,800,2,3
PJM WH Real Time Peak,5/3/2022 0:00,5/4/2022 0:00,5/4/2022 0:00,110,100,107.33,12.97,15200,19,14
Mid C Peak,5/3/2022 0:00,5/4/2022 0:00,5/4/2022 0:00,112,95,107.33,42.02,30000,74,21
SP15 EZ Gen DA LMP Peak,5/3/2022 0:00,5/4/2022 0:00,5/4/2022 0:00,79,70,76.83,23.87,12800,27,16
Nepool MH DA LMP Peak,5/3/2022 0:00,5/4/2022 0:00,5/4/2022 0:00,96,94,95.29,15.6,5600,7,7
SP15 EZ Gen DA LMP Peak,5/4/2022 0:00,5/5/2022 0:00,5/5/2022 0:00,72,69,70.52,-6.31,8400,21,12
Palo Verde Peak,5/4/2022 0:00,5/5/2022 0:00,5/5/2022 0:00,71,71,71,-1,400,1,2
Nepool MH DA LMP Peak,5/4/2022 0:00,5/5/2022 0:00,5/5/2022 0:00,86.5,85.5,86.04,-9.25,4800,6,7
Mid C Peak,5/4/2022 0:00,5/5/2022 0:00,5/5/2022 0:00,92.5,84.5,88.84,-18.49,31600,79,18
PJM WH Real Time Peak,5/4/2022 0:00,5/5/2022 0:00,5/5/2022 0:00,100,92,96.65,-10.68,8000,10,12
Palo Verde Peak,5/5/2022 0:00,5/6/2022 0:00,5/7/2022 0:00,60,60,60,-11,8800,11,7
Nepool MH DA LMP Peak,5/5/2022 0:00,5/6/2022 0:00,5/6/2022 0:00,84,81,82.11,-3.93,7200,9,9
PJM WH Real Time Peak,5/5/2022 0:00,5/6/2022 0:00,5/6/2022 0:00,87.5,85,86.4,-10.25,8800,11,12
Mid C Peak,5/5/2022 0:00,5/6/2022 0:00,5/7/2022 0:00,83,74,78.96,-9.88,36800,46,14
SP15 EZ Gen DA LMP Peak,5/5/2022 0:00,5/6/2022 0:00,5/7/2022 0:00,48,46.5,47.47,-23.05,12000,15,10
SP15 EZ Gen DA LMP Peak,5/6/2022 0:00,5/9/2022 0:00,5/9/2022 0:00,51,49,50,2.53,2800,7,5
Palo Verde Peak,5/6/2022 0:00,5/9/2022 0:00,5/9/2022 0:00,68,65,65.75,5.75,1600,4,4
Mid C Peak,5/6/2022 0:00,5/9/2022 0:00,5/9/2022 0:00,73,66,69.86,-9.1,14400,35,11
PJM WH Real Time Peak,5/6/2022 0:00,5/9/2022 0:00,5/9/2022 0:00,86,84,85,-1.4,2400,3,4
SP15 EZ Gen DA LMP Peak,5/9/2022 0:00,5/10/2022 0:00,5/10/2022 0:00,46,45.5,45.92,-4.08,2400,6,6
Palo Verde Peak,5/9/2022 0:00,5/10/2022 0:00,5/10/2022 0:00,62,60,61.08,-4.67,9600,21,8
Mid C Peak,5/9/2022 0:00,5/10/2022 0:00,5/10/2022 0:00,64,55,60.84,-9.02,10000,25,15
Nepool MH DA LMP Peak,5/9/2022 0:00,5/10/2022 0:00,5/10/2022 0:00,71.5,70,70.9,-11.21,8000,10,9
PJM WH Real Time Peak,5/9/2022 0:00,5/10/2022 0:00,5/10/2022 0:00,80,76,78.09,-6.91,13600,17,16
SP15 EZ Gen DA LMP Peak,5/10/2022 0:00,5/11/2022 0:00,5/12/2022 0:00,44,43,43.69,-2.23,6400,8,5
Mid C Peak,5/10/2022 0:00,5/11/2022 0:00,5/12/2022 0:00,60,54.5,57.21,-3.63,18400,23,15
